player_id,avg_rating,rating_band,n_games,ZScoreBaseline_score,ZScoreBaseline_label,LOF_score,LOF_label,IsolationForest_score,IsolationForest_label,OneClassSVM_score,OneClassSVM_label,Autoencoder_score,Autoencoder_label,HDBSCAN_score,HDBSCAN_label,ACPLSubAutoencoder_score,ACPLSubAutoencoder_label,anomaly_votes,ensemble_flag,ensemble_confident
GAMEOFWARRIORRR,1602.7021276595744,1600-1800,47,2.6639918831308105,1,-0.19188833218220802,1,-0.12796889244263765,1,-5.415043098819724,1,0.727015,1,1.0,1,0.045341786,1,0,False,False
naleen,1431.3,1400-1600,30,1.124694419846575,1,-0.22930895509503757,1,-0.17265284019113813,1,-6.090771161403338,1,0.84225005,1,0.8203686234473289,1,0.12621453,1,0,False,False
PinkSyndicate,1508.25,1400-1600,24,2.262008403031724,1,-0.056366259311171785,1,-0.11862092030601673,1,-5.296221431342098,1,3.5075586,-1,1.0,1,0.21164173,1,1,False,False
raika,1937.1666666666667,1800-2000,6,2.468712434053034,1,-0.20236075802854936,1,-0.11282164605922856,1,-3.1030423706408934,1,0.88544035,1,1.0,1,0.05900492,1,0,False,False
mdq,1792.3275862068965,1600-1800,58,0.8557205632092629,1,-0.25719181565773486,1,-0.18254170005643616,1,-6.416058952142191,1,0.24527846,1,0.6377964431134572,1,0.020238245,1,0,False,False
Kilalemon,1223.9454545454546,1200-1400,55,1.5346835017561615,1,-0.2224275799958746,1,-0.17615951976548283,1,-7.087028173284755,1,0.8139933,1,0.9140050472652173,1,0.21092519,1,0,False,False
rafikahmad,1526.2666666666667,1400-1600,15,2.0160650628489503,1,-0.2168845383929343,1,-0.15148383610670696,1,-3.9563251964963735,1,0.2055804,1,1.0,1,0.13100447,1,0,False,False
naufilsayed,1706.2708333333333,1600-1800,48,2.3017311837712144,1,-0.197761222926216,1,-0.16299107439383603,1,-6.305143531135008,1,0.22947545,1,1.0,1,0.2150006,1,0,False,False
zendubend,1463.7777777777778,1400-1600,18,4.135192801370727,1,0.06877960216683876,-1,-0.03147440187426387,1,-0.6001669299446855,1,2.1255226,-1,1.0,1,0.7654844,-1,2,True,False
ratundo,1736.2222222222222,1600-1800,36,2.483666644449358,1,-0.06894614302952995,1,-0.13682215334588393,1,-3.027009930584504,1,0.5370148,1,0.9159583069622256,1,0.19357847,1,0,False,False
prasas,1428.923076923077,1400-1600,13,2.429242751175037,1,-0.1769708329129629,1,-0.12825245348553782,1,-3.960734167270899,1,0.1987263,1,1.0,1,0.05044291,1,0,False,False
staalpaard,1863.7142857142858,1800-2000,7,3.380315686942768,1,-0.2580543870323957,1,-0.08857587816763862,1,-3.7198880545528725,1,0.440788,1,1.0,1,0.006808398,1,0,False,False
tcorbett817,1864.452380952381,1800-2000,42,1.4952740730886485,1,-0.26068147804009945,1,-0.1373872342063569,1,-6.611451516432997,1,0.48685697,1,1.0,1,0.006671269,1,0,False,False
